Electricity_Consumption,SQFT,Number_Workers,Building_Activity,Work_hours,Cooling_Days,Number_desktops,Wall_Construction_Material,Boiler,Own_Type,Climate_Zone
602837,31000,200,2,50,331,190,2,2,2,3
794619,53000,40,17,168,2111,10,3,2,2,4
852885,106000,45,2,55,2300,368,1,2,9,4
1236973,87000,25,13,84,1219,13,1,1,5,3
446609,34500,46,23,25,1886,17,1,1,2,4
57349,2750,0,13,10,3089,30,1,2,9,4
17091,2300,2,25,36,2464,2,1,2,3,4
4177382,164000,250,4,60,1846,200,2,2,2,4
13045455,430000,500,16,168,1726,1400,3,1,5,7
1068583,74000,8,14,56,1214,30,3,1,10,2
762166,86000,50,13,168,4399,31,3,2,5,5
104530110,455000,20,91,168,1378,100,3,2,1,4
113310,5500,10,2,56,1665,7,1,2,6,3
3447783,255000,40,18,168,1688,8,1,2,1,7
5597190,265000,600,2,60,2087,500,2,1,9,4
5864721,480000,500,2,55,1856,400,1,2,2,3
14946,9000,3,25,52,196,30,3,2,5,3
5629,3600,0,5,98,880,30,5,2,3,2
26102,9000,2,13,40,1134,1,5,2,10,3
570938,54000,100,2,55,601,50,3,1,10,2
970380,174000,60,14,90,784,100,1,1,9,2
6714834,900000,550,14,96,1089,200,1,1,10,2
695373,6000,1,5,0,1184,30,4,2,9,2
1939324,180000,250,2,50,1275,30,1,1,9,3
24418716,800000,1200,16,168,2121,2000,2,1,4,7
2131850,94000,75,14,45,2879,65,1,1,10,5
55288,7000,13,26,50,775,30,5,2,2,1
80613,44000,20,25,87,1196,6,3,2,1,3
161143,25500,8,12,48,609,3,3,1,4,1
1267455,180000,125,14,86,415,40,1,1,10,1
575622,99000,40,14,45,1982,60,1,2,10,4
908891,124000,40,14,60,3062,120,1,1,9,5
959714,35500,41,23,55,1736,41,1,2,2,3
140358,13250,7,25,58,2108,12,2,2,2,4
1321267,26000,8,15,60,3513,3,1,2,9,5
749532,126000,450,7,12,1538,177,1,1,97,7
31898016,1500000,2000,16,168,1671,3615,5,1,97,7
148261,37000,27,14,60,1798,30,1,2,3,3
3783401,260000,75,18,168,2235,30,6,1,1,7
1271915,55000,115,23,55,4326,60,1,1,3,5
423281,44000,100,14,50,1113,35,1,1,10,3
91686,10000,18,2,40,2050,10,1,2,10,4
2526677,600000,1830,2,56,1337,1500,3,1,2,2
503314,13500,12,17,168,1632,7,1,2,3,3
695373,1200,0,1,0,2506,30,3,2,2,4
11056068,800000,1400,2,75,1390,200,6,2,8,3
790073,63000,100,2,40,1093,100,1,1,2,3
83248,4500,6,15,74,961,3,1,2,2,2
657771,60000,50,5,120,1390,15,3,2,2,3
2898088,270000,754,2,11,1845,804,5,2,9,3
4585442,210000,150,25,126,646,50,3,2,2,2
17395,3500,20,12,36,1527,3,4,2,4,3
5478941,700000,400,24,61,658,86,1,2,1,7
77036,2000,14,2,50,2212,27,1,2,5,4
400145,59000,40,14,77,891,5,1,1,10,2
8431,3000,7,12,8,1655,30,4,2,4,3
2397722,310000,135,14,43,1116,200,1,1,10,2
4703489,180000,100,4,168,3544,125,6,2,5,5
413589,5300,25,15,86,2691,1,1,2,2,4
15825,1500,1,26,40,2319,30,1,2,3,4
11664710,245000,980,16,168,3340,25,1,1,2,7
827926,130000,50,14,45,941,150,1,1,10,2
156681,3000,10,15,72,2634,30,1,2,2,4
134842,3250,5,15,100,3126,30,1,2,3,4
1088756,126000,70,14,86,845,150,1,2,9,7
1642238,300000,175,14,75,427,350,1,1,10,2
311438,15750,54,2,40,3496,40,3,2,10,5
16825,3500,6,8,43,838,3,1,2,2,2
552393,128000,50,14,45,773,70,1,1,10,2
49679,11500,4,13,75,1970,5,1,2,5,4
5365951,395000,2500,2,60,104,1500,6,1,1,3
31143,7800,4,5,12,2544,30,5,2,5,4
1488228,180000,20,18,168,1230,10,1,2,6,3
906516,25500,80,6,133,301,10,3,2,2,2
166920,56000,4,18,168,2487,4,3,2,3,4
2143161,250000,600,2,40,2765,150,1,1,9,4
2777728,240000,100,2,168,1212,45,1,2,2,3
3946546,280000,60,18,168,1808,20,2,2,2,7
1622181,110000,67,23,73,1006,30,1,2,2,3
177097,14000,25,8,60,882,5,1,1,5,2
29580,4100,9,14,35,2156,7,1,2,4,4
189862,6400,30,15,50,1812,1,4,2,3,3
143129,2500,6,15,119,1168,30,3,2,3,2
509645,39000,15,14,45,1982,16,1,2,10,4
7752822,700000,2500,2,66,70,3615,3,1,1,3
1142378,172000,620,2,8,1434,300,3,2,1,4
5064687,225000,500,2,60,1667,600,2,2,2,3
1298458,265000,160,5,90,2315,110,5,2,3,4
52525,46000,16,13,56,588,9,3,2,5,1
507227,110000,50,14,8,1095,43,1,1,9,2
10038973,325000,800,16,168,884,125,1,1,5,7
481804,100000,0,12,39,2271,30,1,2,4,4
68701,8000,2,1,0,752,30,4,2,5,2
442327,50000,200,2,50,942,125,2,1,3,2
74208,5700,8,26,62,1114,6,3,1,2,3
658429,73000,40,8,75,2197,15,1,2,10,5
13421285,480000,775,2,68,876,700,2,1,3,1
1580128,85000,300,2,45,4228,30,1,1,5,5
18200,2500,1,2,18,2345,2,4,2,10,4
172024,2400,3,15,102,552,1,1,2,2,1
4536747,500000,125,14,58,1845,200,1,1,4,3
550932,230000,100,18,168,1796,100,1,2,9,4
11269,1900,3,2,50,2980,3,5,2,10,5
36986,1950,5,8,52,1830,4,4,2,3,4
239215,49000,50,2,40,1000,10,1,1,5,2
58209,10000,8,26,50,1565,2,5,2,2,4
234614,31000,110,8,66,4284,40,4,2,4,5
5467,1001,4,91,48,2214,30,1,2,3,4
22220,1250,5,14,60,2852,30,4,2,2,4
3166231,200001,60,14,80,4139,150,1,1,9,5
436538,42000,20,18,168,176,6,4,1,8,7
24864904,230000,35,91,168,1295,100,6,1,9,4
292643,73000,100,14,50,662,40,1,1,10,2
6719157,600000,600,13,168,439,100,3,1,10,2
20525952,2100000,1200,16,168,577,400,1,2,2,7
24859,2400,3,26,40,934,30,5,2,10,2
1186324,168000,55,14,45,524,200,3,1,9,1
130673,38000,5,1,77,1267,2,1,2,2,2
113727053,1700000,1500,91,168,3335,1108,7,2,1,7
733000,44500,12,13,98,1309,30,1,2,3,4
104071,5500,17,2,50,3693,20,1,2,2,5
48828,2000,1,26,25,1554,30,5,2,10,2
36482,1300,4,26,70,776,30,1,2,2,4
1457725,300000,34,5,40,1607,15,1,2,2,4
28657769,1000000,2750,16,168,2450,250,2,2,2,7
4263848,200000,64,2,167,445,500,2,2,2,2
2175217,116000,100,13,80,3495,200,1,1,10,4
574781,41000,75,8,50,1100,80,1,2,3,4
8323771,215000,250,4,168,1319,250,6,2,9,4
430,2000,0,5,0,1336,30,4,1,3,3
98825,2100,2,6,60,4062,2,3,2,3,5
27088,1200,2,15,63,1879,30,4,2,3,3
31418,2000,3,2,40,1848,5,4,2,3,4
3103380,300000,220,5,168,346,40,3,2,3,3
23652,6300,5,2,45,1798,10,1,2,10,4
906364,78000,25,14,45,3101,50,1,1,9,5
1709679,198000,90,14,39,1262,40,1,2,10,2
215518,19500,32,2,44,1836,35,1,2,10,3
1009504,108000,70,14,40,1752,40,1,1,10,4
652961,55000,60,14,100,1388,75,1,2,9,7
2595148,162000,63,18,168,1353,35,1,1,3,7
5137746,215000,800,2,60,1953,530,1,2,2,3
52036,3350,5,13,80,3713,30,3,2,3,5
728025,41500,17,14,40,517,16,3,2,10,2
1484826,142000,75,14,45,1988,200,1,1,10,4
5203540,210000,150,25,168,2171,75,3,2,2,4
380274,52000,7,13,107,643,8,2,2,2,2
1909525,300000,175,14,60,3918,100,3,2,9,5
5348279,210000,30,13,126,2349,100,1,2,9,4
3031582,80000,80,6,112,3428,8,1,2,2,4
307709,80000,100,14,45,1308,40,1,1,9,3
2496615,230000,70,14,104,4716,60,1,2,9,7
2648610,600000,140,5,100,2045,40,1,2,2,4
5397473,200000,100,18,168,2831,40,1,1,3,7
7587871,600000,1200,2,60,1740,1200,2,2,8,3
605965,60000,80,14,99,1323,45,1,1,4,3
451166,62000,15,13,70,1747,4,5,2,5,3
2051102,1000000,600,13,168,911,300,2,2,10,4
877573,154000,150,5,40,1069,20,3,2,2,3
26542980,900000,800,16,168,1297,30,1,1,5,7
1863532,196000,100,14,126,1321,643,1,2,9,7
695373,2600,0,5,70,2354,30,5,2,2,4
66587,166000,8,5,72,1080,2,5,2,3,2
1030178,210000,34,5,50,1094,12,3,2,3,3
241818,10250,20,23,55,795,28,3,2,1,4
695373,4800,1,5,112,2003,30,3,2,2,4
279548,40000,55,5,50,1933,21,2,2,3,4
71929,6600,6,6,104,1417,1,5,2,3,5
382305,12250,23,2,40,1180,25,1,1,10,2
2593377,250000,400,2,168,1258,300,1,1,2,2
892928,25500,69,17,168,2104,10,3,2,2,4
23052,5700,1,26,54,1167,30,4,2,2,3
74535,2400,1,25,168,1094,30,1,2,3,2
20014,1800,4,26,40,2337,3,1,2,1,4
595204,46500,40,2,40,3029,50,3,2,3,5
367307,22250,80,2,50,3877,40,5,1,10,5
17039,1100,4,26,50,3542,30,3,2,3,5
572482,75000,12,13,87,767,12,6,1,5,4
3192542,245000,200,14,80,3913,130,3,2,9,7
1145681,100000,25,18,168,963,15,1,1,2,7
1153073,84000,23,18,168,2211,18,1,1,2,7
197292,30000,4,12,23,1523,3,1,1,4,3
58198,7200,20,8,50,2282,21,1,2,2,4
9565534,700000,275,17,168,851,400,1,2,10,2
14047,1200,1,5,12,1666,30,5,2,2,3
1989,1500,0,26,90,1168,30,5,2,2,2
910392,90000,240,2,40,856,270,6,2,2,2
20050232,1500000,1300,16,168,768,700,2,2,5,7
1720686,64000,65,13,99,3092,13,1,2,2,5
161737,48000,20,25,53,1630,10,1,2,3,3
2204781,360000,1397,2,65,710,20,2,2,8,2
39169,15000,10,12,20,1495,3,3,1,4,2
1824875,235000,40,12,60,2075,10,1,1,4,4
248017,4650,20,8,70,1995,5,1,2,1,4
6328215,275000,500,8,72,680,600,1,2,2,2
24615737,1000000,500,16,168,1600,2000,3,2,5,7
90530,55000,5,5,50,1824,6,1,2,1,3
553190,37500,90,14,42,1080,55,1,1,9,2
1117139,250000,150,14,108,801,360,3,1,9,2
660214,150000,40,14,73,1853,32,1,1,10,3
8658328,325000,850,16,168,737,600,1,1,5,7
373083,12000,15,18,168,3497,30,3,2,3,5
29608,2900,6,14,12,1350,30,1,2,4,2
15959,1600,1,26,4,1253,30,3,2,4,2
4513481,330000,125,2,60,1387,50,1,1,2,3
199652,10000,9,13,10,3195,6,1,2,4,5
9269851,260000,1000,16,168,4252,900,1,1,2,7
90233,12500,40,14,50,677,40,5,2,4,7
6989890,164000,800,16,168,3310,60,1,1,5,7
779965,43000,50,17,168,3714,30,3,2,5,5
2921151,900000,185,5,161,1152,100,2,2,1,3
274542,34500,13,12,65,13,15,8,1,4,1
148486,15250,8,2,10,906,30,1,2,2,3
2466732,126000,40,18,168,1633,60,1,2,4,3
791200,37500,40,23,75,1103,10,1,2,3,2
107941,22000,4,12,10,2077,2,1,2,4,4
128451,5000,5,13,50,2424,16,1,2,10,4
6104726,350000,300,5,168,1939,200,1,1,8,4
5497838,220000,150,16,168,3111,150,1,2,2,7
8007531,235000,850,16,168,1457,300,5,2,5,7
18577,1500,0,13,168,743,30,4,2,2,2
52650,7200,20,8,45,4555,6,1,2,2,5
187167,11000,12,8,40,3898,12,5,2,2,5
311663,24000,25,5,168,1777,25,3,2,2,4
306326,11500,25,8,35,2054,7,1,2,2,4
26268710,1500000,1200,2,168,925,2000,1,1,2,7
523239,50000,4,18,168,2201,20,3,1,6,3
6139374,235000,700,2,73,1948,400,6,2,3,3
821296,200000,35,13,168,729,17,3,2,2,2
1991004,215000,246,14,40,1395,50,1,1,10,3
15636183,500001,2000,16,168,1926,550,2,1,5,7
3085747,215000,1100,2,60,2904,150,2,2,2,5
10894752,455000,595,18,168,2124,15,1,2,2,7
259368,57000,63,14,40,1396,87,1,1,10,3
81274,138000,15,5,45,3014,7,2,2,3,5
83880,17000,5,13,48,387,4,5,2,2,2
136090,11250,6,12,60,1170,7,4,2,4,3
2020991,110000,25,18,168,2204,6,1,2,2,7
311968,64000,4,13,60,1031,3,1,1,10,2
53678,2500,5,15,35,1642,30,1,2,3,3
4961876,270000,630,2,168,1718,500,1,2,3,3
8343,10000,2,1,40,1911,4,5,2,3,4
250018,2700,10,15,84,2035,30,1,1,3,3
272750,100000,12,12,84,1056,30,1,2,4,2
1865714,315000,28,5,48,1691,3,1,2,2,3
103656,7200,4,5,40,745,4,5,2,3,2
78279,10000,2,12,50,883,4,3,2,4,3
11775,5900,1,26,40,864,30,5,2,10,2
4389356,500001,1400,2,49,1305,750,6,1,1,4
20398,7800,7,26,45,1775,3,5,2,3,4
4312883,800000,1500,13,168,2963,1200,3,2,10,5
2540986,150000,102,23,75,1180,48,3,1,2,2
9700,1800,2,2,50,1402,1,1,2,3,3
2190075,116000,200,7,45,1886,177,1,2,97,7
2593088,156000,700,2,50,1545,900,1,2,2,3
47778,17000,6,13,40,547,30,3,1,5,2
20840,5500,2,26,48,758,30,3,2,3,1
120023,28000,13,2,50,1530,24,2,2,3,3
5406193,186000,200,25,126,4048,50,3,2,2,5
521158,10000,30,15,80,2275,1,1,2,2,4
377284,62000,14,12,98,1318,15,1,2,4,3
8508734,600000,800,2,168,1542,600,3,1,2,3
6172212,164000,80,4,48,925,250,1,2,2,2
19024,2200,6,5,3,2014,30,1,2,3,3
18476,12000,5,5,8,1361,30,5,2,10,2
1623009,46500,69,17,168,1232,20,1,1,3,3
1421165,78000,166,8,50,780,100,1,2,5,2
2316125,240000,145,14,102,668,100,1,1,10,2
164574,4400,17,15,70,3210,5,1,2,2,4
1719473,73000,75,2,50,1269,40,1,1,10,3
5054499,225000,250,4,65,705,150,4,2,9,2
859556,43000,189,2,65,1832,125,6,2,2,4
183674,14500,30,2,50,3075,14,2,2,3,5
936401,140000,50,14,60,846,150,1,1,10,2
724961,70000,10,18,168,1025,5,4,2,1,7
923470,158000,75,14,80,901,282,3,1,10,3
2397874,186000,100,14,70,3583,200,1,2,9,5
6227,1600,2,26,75,1217,4,1,2,3,3
1099208,150000,70,14,55,3590,20,1,1,10,5
156383,5700,9,23,71,3012,4,1,2,2,4
22266,16000,2,13,60,433,1,1,1,2,2
1394430,73000,150,2,50,1286,200,1,1,3,3
4596164,320000,800,2,50,2107,300,2,1,2,4
136704,350000,8,5,50,1039,2,5,2,2,2
1101518,370000,75,5,60,205,40,2,2,2,4
2059000,600000,85,5,60,889,12,3,2,2,2
532533,40500,55,14,45,1421,60,1,1,10,2
10512326,350000,550,16,168,1738,700,1,1,2,7
18909,7500,2,25,54,569,1,1,2,2,2
37883,34500,10,12,20,1134,2,1,2,4,2
1816561,74000,73,23,75,2267,25,1,2,2,4
2162609,132000,35,15,60,1257,20,4,1,9,2
1617829,210000,100,2,50,349,50,1,1,8,2
43517,9700,2,26,0,1513,30,5,2,3,4
2218886,92000,150,2,168,2388,100,1,1,8,4
506721,77000,25,5,168,1400,10,1,2,3,4
645200,134000,250,14,38,3640,200,1,2,10,5
3004706,118000,150,8,78,1208,50,1,1,5,3
1249345,250000,35,5,126,1214,30,2,2,3,3
337412,25500,111,2,50,1837,40,2,2,6,4
25220506,800000,2000,16,168,1647,3615,3,1,5,7
84225,7500,13,2,49,1992,12,1,2,2,3
429519,80000,100,14,66,1158,96,1,1,10,3
24041651,900000,800,16,168,762,700,1,1,2,7
1261190,210000,353,2,60,805,250,6,1,10,2
856331,51000,20,17,168,1229,15,1,2,2,2
18602,1600,3,5,55,3016,3,5,2,2,5
202842,28500,11,2,45,1220,20,1,1,10,2
11514041,700000,500,2,40,4197,495,4,2,9,5
24175,8000,17,25,50,2757,20,3,2,3,5
7779,10500,4,5,50,688,4,3,2,2,2
10915,1300,0,26,1,725,30,5,2,4,1
1227059,78000,50,14,65,203,200,2,1,10,1
687208,76000,5,12,120,1242,4,1,1,4,3
102149,194000,0,1,30,872,20,3,2,9,3
195098,10750,9,13,52,1110,40,2,2,10,4
179807,33500,28,2,96,2246,4,3,2,8,4
165078,20000,15,25,55,2964,6,5,2,3,4
3709652,75000,50,16,168,3471,40,1,1,2,7
904523,110000,150,2,50,1331,150,3,2,10,3
221946,15000,33,8,45,459,20,4,2,2,2
261232,15000,4,25,120,933,2,1,2,2,1
2721015,300000,156,14,100,669,90,1,1,10,2
83724,1500,0,26,126,2162,30,4,2,3,4
10652,1500,1,13,2,1753,30,1,2,5,3
14454,2300,2,25,84,1854,1,1,2,3,3
66137,12500,4,26,60,1035,5,5,2,3,2
4127,4000,0,5,56,1488,30,5,2,3,4
1712305,150000,300,2,60,2407,400,1,1,5,4
5271,1200,0,12,4,2346,30,1,2,4,4
334654,29000,24,2,36,836,40,1,1,3,4
24285,12000,1,12,15,2072,1,1,2,4,4
2430408,325000,483,2,56,1976,600,1,2,2,3
35205,1200,2,26,50,1545,1,1,2,1,3
1438281,205000,100,14,50,878,354,1,1,10,2
12267,9400,1,13,12,2305,30,1,2,2,4
405729,34000,45,26,60,1067,23,4,2,2,2
28405,3600,4,14,37,2121,1,1,2,9,5
4720900,500001,250,14,98,1299,400,3,2,10,3
16919,10500,2,5,70,377,30,5,2,2,2
101037,30000,11,5,50,2062,7,2,2,3,3
368123,56000,50,14,60,781,10,1,1,10,1
941649,176000,225,2,40,950,150,1,1,2,2
54132,5600,2,12,16,582,30,1,1,4,1
4476596,240000,250,2,55,2595,150,1,2,2,5
1998004,178000,50,13,83,1637,40,1,1,9,4
4399328,152000,115,25,168,1800,75,3,2,1,4
74221,7000,6,26,76,886,5,3,2,2,3
695373,8000,0,1,0,1549,30,4,2,2,4
1248729,156000,105,14,50,3034,244,1,2,10,5
60173,12500,4,5,40,2329,30,8,2,2,4
41047,9700,1,26,40,845,2,5,2,2,3
1182761,142000,250,2,45,387,200,3,1,9,2
1499521,108000,400,2,50,1229,100,1,2,2,3
205367,60000,18,5,60,1406,20,3,2,3,3
956004,59000,100,2,60,1727,89,2,2,10,3
29561,10000,3,12,30,2113,30,1,2,4,4
291347,50000,25,5,70,1058,20,5,2,2,2
17803653,495000,2400,2,96,1973,3615,1,2,3,3
385813,86000,40,14,50,2069,75,1,2,10,3
47020,1800,6,2,45,1577,8,1,2,2,4
137086,3000,3,6,112,589,1,8,1,2,1
32419,2400,7,14,60,1688,2,4,2,2,3
1370084,86000,300,2,55,980,100,2,1,2,3
9424892,700000,2192,2,68,1770,1300,2,1,1,3
734315,45000,28,17,168,502,8,4,1,2,1
4751718,275000,120,18,168,131,50,1,1,2,7
1778125,104000,67,15,72,3028,10,1,2,5,4
1669521,60000,31,13,83,2409,3,1,2,10,4
53672,28500,16,25,40,1015,16,5,2,10,4
975045,80000,200,2,45,994,179,1,1,10,2
74415,2200,7,15,62,1613,30,3,1,3,3
695373,3000,1,5,68,2535,30,3,2,3,5
17680,7200,1,12,7,910,1,1,2,4,2
4282229,205000,150,25,168,2323,75,3,2,2,4
3193835,1800000,52,5,96,1019,10,5,2,2,7
177804,14500,22,2,45,2280,70,1,2,10,4
2878797,220000,677,2,55,4095,330,1,2,1,5
615579,63000,40,14,60,3572,28,1,2,9,5
31146,14000,0,7,0,767,1,2,1,10,2
1677401,55000,30,6,126,502,4,3,2,2,2
5516246,455000,100,14,100,1386,350,1,2,9,7
2448327,190000,76,2,60,2002,80,1,2,9,4
75801,3800,1,13,84,1341,30,3,2,3,2
3859702,152000,100,14,60,1876,20,1,1,10,3
903965,80000,60,12,92,3020,60,1,1,4,5
1027232,100000,130,8,65,1342,130,3,2,2,4
400080,110000,102,14,38,634,170,1,1,10,2
4148246,225000,300,5,168,1529,80,1,1,2,3
17459,1350,4,26,40,960,30,4,2,9,2
5474568,300000,1029,2,65,1736,1378,6,2,2,3
217483,22750,22,2,45,729,20,5,2,2,1
294524,20000,35,14,60,4215,40,1,2,9,5
4338142,225000,2,13,45,2149,5,3,2,3,4
1815959,250000,100,14,96,900,150,1,1,10,2
8003260,235000,1205,2,65,1627,700,2,2,2,3
186999,8000,2,13,115,1900,30,4,2,1,3
158014,50000,10,12,49,1895,1,3,1,4,4
5356377,300000,125,16,168,1530,60,1,2,2,7
45911,15000,4,12,5,1243,2,1,1,4,3
28044,1800,4,2,40,1458,5,1,2,10,2
2568189,215000,30,13,92,1687,30,1,2,5,3
302889,65000,56,5,16,1613,39,5,2,2,3
34366,11500,5,13,30,119,3,4,1,5,2
5266505,176000,186,23,75,2866,32,1,2,2,5
186177,12000,0,18,168,875,30,4,2,3,7
63613,12000,4,13,6,3366,30,3,2,4,5
6027634,340000,300,5,168,2159,100,3,1,8,4
367942,48000,12,18,168,1011,6,1,2,2,7
55643,5000,0,18,168,917,30,1,2,3,7
570156,33000,25,18,168,491,15,1,1,6,4
822792,220000,45,5,55,1245,8,2,2,1,3
51754,5500,19,2,40,626,20,4,2,5,4
1879866,150000,90,14,40,1945,20,1,2,9,3
3336,1100,1,12,3,1707,30,1,2,2,3
768907,73000,50,13,25,1801,25,1,1,5,4
21310,2650,4,26,40,670,1,4,2,2,2
13796,2000,4,2,40,1858,6,1,2,2,3
1590338,210000,60,14,105,1022,100,1,1,9,7
129258,16500,31,14,70,4270,14,1,2,10,5
3807,2300,1,5,5,1763,30,8,2,3,3
86186,22000,5,14,45,1378,6,1,2,5,2
7511150,420000,582,2,168,80,600,7,1,2,3
3278173,126000,50,13,80,2175,500,8,1,9,4
474172,35500,52,14,55,1327,125,1,2,10,3
4821,1700,8,8,40,3516,6,4,2,3,5
1206686,265000,100,5,95,1928,70,5,2,2,3
12221537,365000,150,16,168,3387,200,1,1,2,7
1309016,100000,20,18,168,1293,3,1,1,2,7
1703573,148000,45,25,70,1471,30,1,1,2,3
1427844,48500,114,5,77,1265,30,3,1,3,3
1597078,45500,25,23,104,2764,8,3,2,2,4
442892,27000,75,2,60,837,40,1,2,3,1
97480,36000,0,1,0,1387,30,1,2,4,3
2750094,160000,80,18,168,3583,15,3,2,3,7
45133,2300,2,25,60,3927,4,3,2,3,5
655263,67000,30,17,168,1089,8,1,2,3,4
347113,3000,3,6,120,456,1,5,2,3,1
4303156,305000,100,13,168,1103,30,2,1,9,3
47025,7000,0,13,70,373,30,8,2,2,1
18834,7200,2,5,12,1208,30,5,2,3,2
972146,120000,100,2,60,1374,100,1,1,2,3
568470,87000,75,14,60,3232,70,1,2,10,5
430336,39000,17,13,70,1810,30,3,2,6,3
3330,58000,0,1,0,1397,30,3,1,2,3
51173701,270000,95,91,168,3185,25,1,2,1,5
1459091,104000,96,14,45,4349,90,3,1,9,5
3274646,102000,90,2,40,291,100,1,2,9,2
622612,51000,6,14,45,2167,100,1,1,9,7
1392817,250000,25,18,168,713,25,1,1,2,7
12255568,275000,671,16,168,2750,300,1,1,2,7
47147,8000,6,5,40,616,4,3,2,2,1
46875,34000,5,5,54,1091,3,5,2,2,2
2120442,95000,60,18,168,1036,35,1,2,5,7
11600621,225000,800,16,168,3494,200,1,1,5,7
48229,9000,15,13,168,1837,30,1,2,2,4
19154,10000,5,26,48,884,4,5,2,3,2
695373,4000,0,5,168,360,30,5,2,2,2
3951577,196000,524,8,65,3502,628,1,2,2,5
609408,9400,15,15,168,1173,1,1,2,2,3
1197971,200000,45,2,45,919,30,1,2,1,3
806936,70000,100,14,60,2526,25,1,1,10,4
712795,46000,18,91,90,816,15,2,1,2,2
367127,42000,41,26,70,958,18,3,2,2,3
6304668,500001,80,5,168,1768,6,2,2,3,4
3911204,245000,850,2,50,1477,60,3,1,2,3
191805,215000,17,5,50,1098,15,4,2,2,2
88211,12250,7,2,44,559,5,3,1,2,1
164460,90000,30,5,44,2061,30,3,2,4,5
262370,94000,3,5,40,2756,30,1,2,1,4
5979087,235000,113,23,75,1196,60,3,2,1,3
89133,5700,16,8,40,2346,7,5,2,8,4
609802,29000,16,23,75,419,11,1,2,2,2
23316,3200,3,25,61,2313,30,1,2,3,4
3485696,295000,60,14,55,2205,50,1,1,10,3
3657297,305000,150,14,50,2050,150,1,2,9,3
6130395,410000,800,2,60,1720,700,8,2,1,4
1132195,86000,40,14,68,928,30,1,1,8,2
901969,40000,1,13,168,1659,1,1,1,2,3
1672145,108000,318,2,62,3547,155,1,2,1,4
1227812,108000,51,14,60,1793,160,1,1,10,4
7334,5100,0,5,160,1304,30,4,2,3,2
3913742,215000,105,23,75,595,44,1,2,2,2
3199226,192000,800,2,84,1895,400,1,1,2,4
695373,3600,0,5,0,574,30,4,2,2,2
4503393,230000,900,2,40,1010,250,1,1,2,3
2673216,132000,250,4,60,1345,300,1,1,9,3
38398335,1700000,700,2,168,1943,700,1,2,8,7
7607295,245000,144,23,168,1080,59,1,2,2,3
109093,47000,135,5,40,3599,200,2,2,2,5
15726,1800,2,2,40,1316,30,3,2,2,3
2701409,300000,140,8,40,1457,200,1,1,2,4
1251154,34000,55,5,96,683,12,1,2,8,2
37861855,1500000,7500,2,168,1393,700,1,2,2,7
113832,75000,28,26,54,1057,11,5,1,3,2
570050,38000,50,2,48,1451,30,1,2,3,4
46880,6700,5,5,55,1436,8,1,2,2,3
40994,16000,10,5,40,2126,6,1,2,3,4
152452,33000,15,13,81,2965,5,1,1,10,5
919474,83000,86,23,55,3889,13,3,2,3,5
47186,2500,3,15,70,895,1,4,2,2,2
2897881,100001,400,2,50,2073,200,2,2,2,4
544392,63000,53,14,40,1043,40,3,1,10,3
195010,10250,20,2,45,685,10,4,1,2,1
18331,3500,1,13,27,3212,30,3,2,5,5
381862,3500,8,15,168,4044,1,7,1,2,5
325986,220000,50,5,15,1194,12,1,1,2,2
1853649,425000,246,14,75,2168,15,1,1,10,4
13148882,415000,982,16,168,1183,2000,8,1,4,7
25890,1950,9,8,36,1763,8,1,2,10,4
49453898,1700000,250,13,60,3655,200,5,1,9,7
144292,8800,6,14,40,2646,3,5,2,5,4
1360673,130000,45,14,45,1333,40,3,1,10,2
4433759,335000,40,18,168,1795,200,3,1,6,3
23989,5600,2,12,15,2022,30,1,2,4,3
1147536,405000,100,5,70,1031,75,5,2,3,2
12639,4200,2,25,168,537,30,4,1,2,1
523152,50000,15,13,105,763,12,1,2,2,2
1445541,270000,300,2,10,1487,400,6,1,1,4
2545405,270000,150,16,168,838,120,1,2,97,7
124239,30000,60,5,40,1050,30,3,2,1,4
371471,61000,10,18,168,784,30,1,1,3,2
1498411,110000,15,13,105,767,4,1,2,1,1
1067488,130000,200,2,72,1722,75,1,2,9,3
19308,1700,4,2,40,2295,10,1,2,10,5
116157,10750,8,7,168,1932,4,1,2,10,4
510687,50001,6,18,168,1190,45,3,2,4,2
1402676,100000,100,13,35,1714,30,1,1,6,3
1981440,150000,84,14,55,1952,100,1,1,10,4
1969045,60000,90,2,50,1727,40,6,2,2,3
5654973,800000,450,7,60,1059,177,1,2,97,7
695373,1100,2,25,16,466,30,4,2,3,2
1012137,156000,90,14,60,1558,100,1,2,9,3
2631209,49500,50,6,126,1213,4,1,2,2,2
1710304,350000,487,2,112,1186,238,3,2,9,4
650039,148000,125,14,60,2381,300,1,2,9,4
1002827,50000,105,2,50,1551,190,3,2,2,4
142103,50000,15,12,58,1112,15,1,2,4,2
373643,67000,40,14,50,1853,220,1,2,10,4
1437371,340000,140,14,112,2107,200,1,1,4,4
3656578,295000,150,13,48,62,250,8,1,10,3
7825226,370000,800,2,168,634,500,1,1,3,1
30689,6200,2,2,90,2623,4,8,2,1,5
3338101,200000,150,5,168,2050,30,5,2,2,4
6432915,600000,100,14,75,3014,200,1,1,10,5
8552829,600000,2000,2,50,1427,3615,1,1,1,3
764890,65000,75,14,40,2111,50,1,2,10,3
4230607,240000,50,13,80,3560,200,1,2,9,4
101896,12000,15,13,35,460,7,1,1,5,1
2730797,108000,200,16,168,380,150,1,1,5,7
